;chave;NOME;UF;GEOCOD_IBGE;COD_TSE;AJUSTE
453;ba mascote;MASCOTE;BA;2920908;37192;
454;ba mata de sao joao;MATA DE SÃO JOÃO;BA;2921005;37214;
455;ba matina;MATINA;BA;2921054;37222;
456;ba medeiros neto;MEDEIROS NETO;BA;2921104;37230;
457;ba miguel calmon;MIGUEL CALMON;BA;2921203;37257;
458;ba milagres;MILAGRES;BA;2921302;37273;
459;ba mirangaba;MIRANGABA;BA;2921401;37290;
460;ba mirante;MIRANTE;BA;2921450;37303;
461;ba monte santo;MONTE SANTO;BA;2921500;37311;
462;ba morpara;MORPARÁ;BA;2921609;37338;
463;ba morro do chapeu;MORRO DO CHAPÉU;BA;2921708;37354;
464;ba mortugaba;MORTUGABA;BA;2921807;37370;
465;ba mucuge;MUCUGÊ;BA;2921906;37397;
466;ba mucuri;MUCURI;BA;2922003;37419;
467;ba mulungu do morro;MULUNGU DO MORRO;BA;2922052;37427;
468;ba mundo novo;MUNDO NOVO;BA;2922102;37435;
469;ba muniz ferreira;MUNIZ FERREIRA;BA;2922201;37451;
470;ba muquem do sao francisco;MUQUÉM DO SÃO FRANCISCO;BA;2922250;37460;
471;ba muritiba;MURITIBA;BA;2922300;37478;
472;ba mutuipe;MUTUÍPE;BA;2922409;37494;
473;ba nazare;NAZARÉ;BA;2922508;37516;
474;ba nilo pecanha;NILO PEÇANHA;BA;2922607;37532;
475;ba nordestina;NORDESTINA;BA;2922656;39799;
476;ba nova canaa;NOVA CANAÃ;BA;2922706;37559;
477;ba nova fatima;NOVA FÁTIMA;BA;2922730;37567;
478;ba nova ibia;NOVA IBIÁ;BA;2922755;39969;
479;ba nova itarana;NOVA ITARANA;BA;2922805;37575;
480;ba nova redencao;NOVA REDENÇÃO;BA;2922854;37583;
481;ba nova soure;NOVA SOURE;BA;2922904;37591;
482;ba nova vicosa;NOVA VIÇOSA;BA;2923001;37613;
483;ba novo horizonte;NOVO HORIZONTE;BA;2923035;39942;
484;ba novo triunfo;NOVO TRIUNFO;BA;2923050;37621;
485;ba olindina;OLINDINA;BA;2923100;37630;
486;ba oliveira dos brejinhos;OLIVEIRA DOS BREJINHOS;BA;2923209;37656;
487;ba ouricangas;OURIÇANGAS;BA;2923308;37672;
488;ba ourolandia;OUROLÂNDIA;BA;2923357;37680;
489;ba palmas de monte alto;PALMAS DE MONTE ALTO;BA;2923407;37699;
490;ba palmeiras;PALMEIRAS;BA;2923506;37710;
491;ba paramirim;PARAMIRIM;BA;2923605;37737;
492;ba paratinga;PARATINGA;BA;2923704;37753;
493;ba paripiranga;PARIPIRANGA;BA;2923803;37770;
494;ba pau brasil;PAU BRASIL;BA;2923902;37796;
495;ba paulo afonso;PAULO AFONSO;BA;2924009;37818;
496;ba pe de serra;PÉ DE SERRA;BA;2924058;39810;
497;ba pedrao;PEDRÃO;BA;2924108;37834;
498;ba pedro alexandre;PEDRO ALEXANDRE;BA;2924207;37850;
499;ba piata;PIATÃ;BA;2924306;37877;
500;ba pilao arcado;PILÃO ARCADO;BA;2924405;37893;
501;ba pindai;PINDAÍ;BA;2924504;37915;
502;ba pindobacu;PINDOBAÇU;BA;2924603;37931;
503;ba pintadas;PINTADAS;BA;2924652;39837;
504;ba pirai do norte;PIRAÍ DO NORTE;BA;2924678;37940;
505;ba piripa;PIRIPÁ;BA;2924702;37958;
506;ba piritiba;PIRITIBA;BA;2924801;37974;
507;ba planaltino;PLANALTINO;BA;2924900;37990;
508;ba planalto;PLANALTO;BA;2925006;38016;
509;ba pocoes;POÇÕES;BA;2925105;38032;
510;ba pojuca;POJUCA;BA;2925204;38059;
511;ba ponto novo;PONTO NOVO;BA;2925253;38067;
512;ba porto seguro;PORTO SEGURO;BA;2925303;38075;
513;ba potiragua;POTIRAGUÁ;BA;2925402;38091;
514;ba prado;PRADO;BA;2925501;38113;
515;ba presidente dutra;PRESIDENTE DUTRA;BA;2925600;38130;
516;ba presidente janio quadros;PRESIDENTE JÂNIO QUADROS;BA;2925709;38156;
517;ba presidente tancredo neves;PRESIDENTE TANCREDO NEVES;BA;2925758;38164;
518;ba queimadas;QUEIMADAS;BA;2925808;38172;
519;ba quinjingue;QUINJINGUE;BA;2925907;38199;S
520;ba quixabeira;QUIXABEIRA;BA;2925931;39845;
521;ba rafael jambeiro;RAFAEL JAMBEIRO;BA;2925956;39853;
522;ba remanso;REMANSO;BA;2926004;38210;
523;ba retirolandia;RETIROLÂNDIA;BA;2926103;38237;
524;ba riachao das neves;RIACHÃO DAS NEVES;BA;2926202;38253;
525;ba riachao do jacuipe;RIACHÃO DO JACUÍPE;BA;2926301;38270;
526;ba riacho de santana;RIACHO DE SANTANA;BA;2926400;38296;
527;ba ribeira do amparo;RIBEIRA DO AMPARO;BA;2926509;38318;
528;ba ribeira do pombal;RIBEIRA DO POMBAL;BA;2926608;38334;
529;ba ribeirao do largo;RIBEIRÃO DO LARGO;BA;2926657;38342;
530;ba rio de contas;RIO DE CONTAS;BA;2926707;38350;
531;ba rio do antonio;RIO DO ANTÔNIO;BA;2926806;38377;
532;ba rio do pires;RIO DO PIRES;BA;2926905;38393;
533;ba rio real;RIO REAL;BA;2927002;38415;
534;ba rodelas;RODELAS;BA;2927101;38431;
535;ba ruy barbosa;RUY BARBOSA;BA;2927200;38458;
536;ba salinas da margarida;SALINAS DA MARGARIDA;BA;2927309;38474;
537;ba salvador;SALVADOR;BA;2927408;38490;
538;ba santa barbara;SANTA BÁRBARA;BA;2927507;38512;
539;ba santa brigida;SANTA BRÍGIDA;BA;2927606;38539;
540;ba santa cruz cabralia;SANTA CRUZ CABRÁLIA;BA;2927705;38555;
541;ba santa cruz da vitoria;SANTA CRUZ DA VITÓRIA;BA;2927804;38571;
542;ba santa ines;SANTA INÊS;BA;2927903;38598;
543;ba santa luzia;SANTA LUZIA;BA;2928059;39870;
544;ba santa maria da vitoria;SANTA MARIA DA VITÓRIA;BA;2928109;38636;
545;ba santa rita de cassia;SANTA RITA DE CÁSSIA;BA;2928406;35491;
546;ba santa terezinha;SANTA TEREZINHA;BA;2928505;38695;
547;ba santaluz;SANTALUZ;BA;2928000;38610;
548;ba santana;SANTANA;BA;2928208;38652;
549;ba santanopolis;SANTANÓPOLIS;BA;2928307;38679;
550;ba santo amaro;SANTO AMARO;BA;2928604;38717;
551;ba santo antonio de jesus;SANTO ANTÔNIO DE JESUS;BA;2928703;38733;
552;ba santo estevao;SANTO ESTEVÃO;BA;2928802;38750;
553;ba sao desiderio;SÃO DESIDÉRIO;BA;2928901;38776;
554;ba sao domingos;SÃO DOMINGOS;BA;2928950;38806;
555;ba sao felipe;SÃO FELIPE;BA;2929107;38814;
556;ba sao felix;SÃO FÉLIX;BA;2929008;38792;
557;ba sao felix do coribe;SÃO FÉLIX DO CORIBE;BA;2929057;38822;
558;ba sao francisco do conde;SÃO FRANCISCO DO CONDE;BA;2929206;38830;
559;ba sao gabriel;SÃO GABRIEL;BA;2929255;39896;
560;ba sao goncalo dos campos;SÃO GONÇALO DOS CAMPOS;BA;2929305;38857;
561;ba sao jose da vitoria;SÃO JOSÉ DA VITÓRIA;BA;2929354;39926;
562;ba sao jose do jacuipe;SÃO JOSÉ DO JACUÍPE;BA;2929370;38865;
563;ba sao miguel das matas;SÃO MIGUEL DAS MATAS;BA;2929404;38873;
564;ba sao sebastiao do passe;SÃO SEBASTIÃO DO PASSÉ;BA;2929503;38890;
565;ba sapeacu;SAPEAÇU;BA;2929602;38911;
566;ba satiro dias;SÁTIRO DIAS;BA;2929701;38938;
567;ba saubara;SAUBARA;BA;2929750;38946;
568;ba saude;SAÚDE;BA;2929800;38954;
569;ba seabra;SEABRA;BA;2929909;38970;
570;ba sebastiao laranjeiras;SEBASTIÃO LARANJEIRAS;BA;2930006;38997;
571;ba senhor do bonfim;SENHOR DO BONFIM;BA;2930105;39012;
572;ba sento se;SENTO SÉ;BA;2930204;39039;
573;ba serra do ramalho;SERRA DO RAMALHO;BA;2930154;39047;
574;ba serra dourada;SERRA DOURADA;BA;2930303;39055;
575;ba serra preta;SERRA PRETA;BA;2930402;39071;
576;ba serrinha;SERRINHA;BA;2930501;39098;
577;ba serrolandia;SERROLÂNDIA;BA;2930600;39110;
578;ba simoes filho;SIMÕES FILHO;BA;2930709;39136;
579;ba sitio do mato;SÍTIO DO MATO;BA;2930758;39144;
580;ba sitio do quinto;SÍTIO DO QUINTO;BA;2930766;39900;
581;ba sobradinho;SOBRADINHO;BA;2930774;39985;
582;ba souto soares;SOUTO SOARES;BA;2930808;39152;
583;ba tabocas do brejo velho;TABOCAS DO BREJO VELHO;BA;2930907;39179;
584;ba tanhacu;TANHAÇU;BA;2931004;39195;
585;ba tanque novo;TANQUE NOVO;BA;2931053;39918;
586;ba tanquinho;TANQUINHO;BA;2931103;39217;
587;ba taperoa;TAPEROÁ;BA;2931202;39233;
588;ba tapiramuta;TAPIRAMUTÁ;BA;2931301;39250;
589;ba teixeira de freitas;TEIXEIRA DE FREITAS;BA;2931350;39934;
590;ba teodoro sampaio;TEODORO SAMPAIO;BA;2931400;39276;
591;ba teofilandia;TEOFILÂNDIA;BA;2931509;39292;
592;ba teolandia;TEOLÂNDIA;BA;2931608;39314;
593;ba terra nova;TERRA NOVA;BA;2931707;39330;
594;ba tremedal;TREMEDAL;BA;2931806;39357;
595;ba tucano;TUCANO;BA;2931905;39373;
596;ba uaua;UAUÁ;BA;2932002;39390;
597;ba ubaira;UBAÍRA;BA;2932101;39411;
598;ba ubaitaba;UBAITABA;BA;2932200;39438;
599;ba ubata;UBATÃ;BA;2932309;39454;
600;ba uibai;UIBAÍ;BA;2932408;39470;
601;ba umburanas;UMBURANAS;BA;2932457;39489;
602;ba una;UNA;BA;2932507;39497;
603;ba urandi;URANDI;BA;2932606;39519;
604;ba urucuca;URUÇUCA;BA;2932705;39535;
605;ba utinga;UTINGA;BA;2932804;39551;
606;ba valenca;VALENÇA;BA;2932903;39578;
607;ba valente;VALENTE;BA;2933000;39594;
608;ba varzea da roca;VÁRZEA DA ROÇA;BA;2933059;39977;
609;ba varzea do poco;VÁRZEA DO POÇO;BA;2933109;39616;
610;ba varzea nova;VÁRZEA NOVA;BA;2933158;39950;
611;ba varzedo;VARZEDO;BA;2933174;39624;
612;ba vera cruz;VERA CRUZ;BA;2933208;39632;
613;ba vereda;VEREDA;BA;2933257;39640;
614;ba vitoria da conquista;VITÓRIA DA CONQUISTA;BA;2933307;39659;
615;ba wagner;WAGNER;BA;2933406;39675;
616;ba wanderley;WANDERLEY;BA;2933455;39993;
617;ba wenceslau guimaraes;WENCESLAU GUIMARÃES;BA;2933505;39691;
618;ba xique-xique;XIQUE-XIQUE;BA;2933604;39713;
619;ce abaiara;ABAIARA;CE;2300101;13013;
620;ce acarape;ACARAPE;CE;2300150;13145;
621;ce acarau;ACARAÚ;CE;2300200;13030;
622;ce acopiara;ACOPIARA;CE;2300309;13056;
623;ce aiuaba;AIUABA;CE;2300408;13072;
624;ce alcantaras;ALCÂNTARAS;CE;2300507;13099;
625;ce altaneira;ALTANEIRA;CE;2300606;13110;
626;ce alto santo;ALTO SANTO;CE;2300705;13137;
627;ce amontada;AMONTADA;CE;2300754;15873;
628;ce antonina do norte;ANTONINA DO NORTE;CE;2300804;13153;
629;ce apuiares;APUIARÉS;CE;2300903;13170;
630;ce aquiraz;AQUIRAZ;CE;2301000;13196;
631;ce aracati;ARACATI;CE;2301109;13218;
632;ce aracoiaba;ARACOIABA;CE;2301208;13234;
633;ce ararenda;ARARENDÁ;CE;2301257;13420;
634;ce araripe;ARARIPE;CE;2301307;13250;
635;ce aratuba;ARATUBA;CE;2301406;13277;
636;ce arneiroz;ARNEIROZ;CE;2301505;13293;
637;ce assare;ASSARÉ;CE;2301604;13315;
638;ce aurora;AURORA;CE;2301703;13331;
639;ce baixio;BAIXIO;CE;2301802;13358;
640;ce banabuiu;BANABUIÚ;CE;2301851;13382;
641;ce barbalha;BARBALHA;CE;2301901;13374;
642;ce barreira;BARREIRA;CE;2301950;13129;
643;ce barro;BARRO;CE;2302008;13390;
644;ce barroquinha;BARROQUINHA;CE;2302057;13404;
645;ce baturite;BATURITÉ;CE;2302107;13412;
646;ce beberibe;BEBERIBE;CE;2302206;13439;
647;ce bela cruz;BELA CRUZ;CE;2302305;13455;
648;ce boa viagem;BOA VIAGEM;CE;2302404;13471;
649;ce brejo santo;BREJO SANTO;CE;2302503;13498;
650;ce camocim;CAMOCIM;CE;2302602;13510;
651;ce campos sales;CAMPOS SALES;CE;2302701;13536;
652;ce caninde;CANINDÉ;CE;2302800;13552;
653;ce capistrano;CAPISTRANO;CE;2302909;13579;
654;ce caridade;CARIDADE;CE;2303006;13595;
655;ce carire;CARIRÉ;CE;2303105;13617;
656;ce caririacu;CARIRIAÇU;CE;2303204;13633;
657;ce carius;CARIÚS;CE;2303303;13650;
658;ce carnaubal;CARNAUBAL;CE;2303402;13676;
659;ce cascavel;CASCAVEL;CE;2303501;13692;
660;ce catarina;CATARINA;CE;2303600;13714;
661;ce catunda;CATUNDA;CE;2303659;13447;
662;ce caucaia;CAUCAIA;CE;2303709;13730;
663;ce cedro;CEDRO;CE;2303808;13757;
664;ce chaval;CHAVAL;CE;2303907;13773;
665;ce choro;CHORÓ;CE;2303931;13463;
666;ce chorozinho;CHOROZINHO;CE;2303956;13161;
667;ce coreau;COREAÚ;CE;2304004;13811;
668;ce crateus;CRATEÚS;CE;2304103;13838;
669;ce crato;CRATO;CE;2304202;13854;
670;ce croata;CROATÁ;CE;2304236;15881;
671;ce cruz;CRUZ;CE;2304251;15890;
672;ce deputado irapuan pinheiro;DEPUTADO IRAPUAN PINHEIRO;CE;2304269;15989;
673;ce erere;ERERÊ;CE;2304277;13200;
674;ce eusebio;EUSÉBIO;CE;2304285;13226;
675;ce farias brito;FARIAS BRITO;CE;2304301;13870;
676;ce forquilha;FORQUILHA;CE;2304350;15911;
677;ce fortaleza;FORTALEZA;CE;2304400;13897;
678;ce fortim;FORTIM;CE;2304459;13501;
679;ce frecheirinha;FRECHEIRINHA;CE;2304509;13919;
680;ce general sampaio;GENERAL SAMPAIO;CE;2304608;13935;
681;ce graca;GRAÇA;CE;2304657;13064;
682;ce granja;GRANJA;CE;2304707;13951;
683;ce granjeiro;GRANJEIRO;CE;2304806;13978;
684;ce groairas;GROAÍRAS;CE;2304905;13994;
685;ce guaiuba;GUAIÚBA;CE;2304954;13242;
686;ce guaraciaba do norte;GUARACIABA DO NORTE;CE;2305001;14010;
687;ce guaramiranga;GUARAMIRANGA;CE;2305100;14036;
688;ce hidrolandia;HIDROLÂNDIA;CE;2305209;14052;
689;ce horizonte;HORIZONTE;CE;2305233;13188;
690;ce ibaretama;IBARETAMA;CE;2305266;14060;
691;ce ibiapina;IBIAPINA;CE;2305308;14079;
692;ce ibicuitinga;IBICUITINGA;CE;2305332;15920;
693;ce icapui;ICAPUÍ;CE;2305357;15938;
694;ce ico;ICÓ;CE;2305407;14095;
695;ce iguatu;IGUATU;CE;2305506;14117;
696;ce independencia;INDEPENDÊNCIA;CE;2305605;14133;
697;ce ipaporanga;IPAPORANGA;CE;2305654;13340;
698;ce ipaumirim;IPAUMIRIM;CE;2305704;14150;
699;ce ipu;IPU;CE;2305803;14176;
700;ce ipueiras;IPUEIRAS;CE;2305902;14192;
701;ce iracema;IRACEMA;CE;2306009;14214;
702;ce iraucuba;IRAUÇUBA;CE;2306108;14230;
703;ce itaicaba;ITAIÇABA;CE;2306207;14257;
704;ce itaitinga;ITAITINGA;CE;2306256;13480;
705;ce itapage;ITAPAGÉ;CE;2306306;14273;S
706;ce itapipoca;ITAPIPOCA;CE;2306405;14290;
707;ce itapiuna;ITAPIÚNA;CE;2306504;14311;
708;ce itarema;ITAREMA;CE;2306553;15954;
709;ce itatira;ITATIRA;CE;2306603;14338;
710;ce jaguaretama;JAGUARETAMA;CE;2306702;14354;
711;ce jaguaribara;JAGUARIBARA;CE;2306801;14370;
712;ce jaguaribe;JAGUARIBE;CE;2306900;14397;
713;ce jaguaruana;JAGUARUANA;CE;2307007;14419;
714;ce jardim;JARDIM;CE;2307106;14435;
715;ce jati;JATI;CE;2307205;14451;
716;ce jijoca de jericoacoara;JIJOCA DE JERICOACOARA;CE;2307254;13005;
717;ce juazeiro do norte;JUAZEIRO DO NORTE;CE;2307304;14478;
718;ce jucas;JUCÁS;CE;2307403;14494;
719;ce lavras da mangabeira;LAVRAS DA MANGABEIRA;CE;2307502;14516;
720;ce limoeiro do norte;LIMOEIRO DO NORTE;CE;2307601;14532;
721;ce madalena;MADALENA;CE;2307635;13021;
722;ce maracanau;MARACANAÚ;CE;2307650;15857;
723;ce maranguape;MARANGUAPE;CE;2307700;14559;
724;ce marco;MARCO;CE;2307809;14575;
725;ce martinopole;MARTINÓPOLE;CE;2307908;14591;
726;ce massape;MASSAPÊ;CE;2308005;14613;
727;ce mauriti;MAURITI;CE;2308104;14630;
728;ce meruoca;MERUOCA;CE;2308203;14656;
729;ce milagres;MILAGRES;CE;2308302;14672;
730;ce milha;MILHÃ;CE;2308351;15970;
731;ce miraima;MIRAÍMA;CE;2308377;14680;
732;ce missao velha;MISSÃO VELHA;CE;2308401;14699;
733;ce mombaca;MOMBAÇA;CE;2308500;14710;
734;ce monsenhor tabosa;MONSENHOR TABOSA;CE;2308609;14737;
735;ce morada nova;MORADA NOVA;CE;2308708;14753;
736;ce moraujo;MORAÚJO;CE;2308807;14770;
737;ce morrinhos;MORRINHOS;CE;2308906;14796;
738;ce mucambo;MUCAMBO;CE;2309003;14818;
739;ce mulungu;MULUNGU;CE;2309102;14834;
740;ce nova olinda;NOVA OLINDA;CE;2309201;14850;
741;ce nova russas;NOVA RUSSAS;CE;2309300;14877;
742;ce novo oriente;NOVO ORIENTE;CE;2309409;14893;
743;ce ocara;OCARA;CE;2309458;13307;
744;ce oros;ORÓS;CE;2309508;14915;
745;ce pacajus;PACAJUS;CE;2309607;14931;
746;ce pacatuba;PACATUBA;CE;2309706;14958;
747;ce pacoti;PACOTI;CE;2309805;14974;
748;ce pacuja;PACUJÁ;CE;2309904;14990;
749;ce palhano;PALHANO;CE;2310001;15016;
750;ce palmacia;PALMÁCIA;CE;2310100;15032;
751;ce paracuru;PARACURU;CE;2310209;15059;
752;ce paraipaba;PARAIPABA;CE;2310258;15997;
753;ce parambu;PARAMBU;CE;2310308;15075;
754;ce paramoti;PARAMOTI;CE;2310407;15091;
755;ce pedra branca;PEDRA BRANCA;CE;2310506;15113;
756;ce penaforte;PENAFORTE;CE;2310605;15130;
757;ce pentecoste;PENTECOSTE;CE;2310704;15156;
758;ce pereiro;PEREIRO;CE;2310803;15172;
759;ce pindoretama;PINDORETAMA;CE;2310852;13285;
760;ce piquet carneiro;PIQUET CARNEIRO;CE;2310902;15199;
761;ce pires ferreira;PIRES FERREIRA;CE;2310951;13048;
762;ce poranga;PORANGA;CE;2311009;15210;
763;ce porteiras;PORTEIRAS;CE;2311108;15237;
764;ce potengi;POTENGI;CE;2311207;15253;
765;ce potiretama;POTIRETAMA;CE;2311231;13269;
766;ce quiterianopolis;QUITERIANÓPOLIS;CE;2311264;13102;
767;ce quixada;QUIXADÁ;CE;2311306;15270;
768;ce quixelo;QUIXELÔ;CE;2311355;98531;
769;ce quixeramobim;QUIXERAMOBIM;CE;2311405;15296;
770;ce quixere;QUIXERÉ;CE;2311504;15318;
771;ce redencao;REDENÇÃO;CE;2311603;15334;
772;ce reriutaba;RERIUTABA;CE;2311702;15350;
773;ce russas;RUSSAS;CE;2311801;15377;
774;ce saboeiro;SABOEIRO;CE;2311900;15393;
775;ce salitre;SALITRE;CE;2311959;15440;
776;ce santa quiteria;SANTA QUITÉRIA;CE;2312205;15458;
777;ce santana do acarau;SANTANA DO ACARAÚ;CE;2312007;15415;
778;ce santana do cariri;SANTANA DO CARIRI;CE;2312106;15431;
779;ce sao benedito;SÃO BENEDITO;CE;2312304;15474;
780;ce sao goncalo do amarante;SÃO GONÇALO DO AMARANTE;CE;2312403;15490;
781;ce sao joao do jaguaribe;SÃO JOÃO DO JAGUARIBE;CE;2312502;15512;
782;ce sao luis do curu;SÃO LUÍS DO CURU;CE;2312601;15539;
783;ce senador pompeu;SENADOR POMPEU;CE;2312700;15555;
784;ce senador sa;SENADOR SÁ;CE;2312809;15571;
785;ce sobral;SOBRAL;CE;2312908;15598;
786;ce solonopole;SOLONÓPOLE;CE;2313005;15610;
787;ce tabuleiro do norte;TABULEIRO DO NORTE;CE;2313104;15636;
788;ce tamboril;TAMBORIL;CE;2313203;15652;
789;ce tarrafas;TARRAFAS;CE;2313252;13366;
790;ce taua;TAUÁ;CE;2313302;15679;
791;ce tejucuoca;TEJUÇUOCA;CE;2313351;13323;
792;ce tiangua;TIANGUÁ;CE;2313401;15695;
793;ce trairi;TRAIRI;CE;2313500;15717;
794;ce tururu;TURURU;CE;2313559;13080;
795;ce ubajara;UBAJARA;CE;2313609;15733;
796;ce umari;UMARI;CE;2313708;15750;
797;ce umirim;UMIRIM;CE;2313757;98558;
798;ce uruburetama;URUBURETAMA;CE;2313807;15776;
799;ce uruoca;URUOCA;CE;2313906;15792;
800;ce varjota;VARJOTA;CE;2313955;98574;
801;ce varzea alegre;VÁRZEA ALEGRE;CE;2314003;15814;
802;ce vicosa do ceara;VIÇOSA DO CEARÁ;CE;2314102;15830;
803;df brasilia;BRASÍLIA;DF;5300108;97012;
804;es afonso claudio;AFONSO CLÁUDIO;ES;3200102;56014;
805;es agua doce do norte;ÁGUA DOCE DO NORTE;ES;3200169;56022;
806;es aguia branca;ÁGUIA BRANCA;ES;3200136;57991;
807;es alegre;ALEGRE;ES;3200201;56030;
808;es alfredo chaves;ALFREDO CHAVES;ES;3200300;56057;
809;es alto rio novo;ALTO RIO NOVO;ES;3200359;56065;
810;es anchieta;ANCHIETA;ES;3200409;56073;
811;es apiaca;APIACÁ;ES;3200508;56090;
812;es aracruz;ARACRUZ;ES;3200607;56111;
813;es atilio vivacqua;ATÍLIO VIVÁCQUA;ES;3200706;56138;
814;es baixo guandu;BAIXO GUANDU;ES;3200805;56154;
815;es barra de sao francisco;BARRA DE SÃO FRANCISCO;ES;3200904;56170;
816;es boa esperanca;BOA ESPERANÇA;ES;3201001;56197;
817;es bom jesus do norte;BOM JESUS DO NORTE;ES;3201100;56219;
818;es brejetuba;BREJETUBA;ES;3201159;56146;
819;es cachoeiro de itapemirim;CACHOEIRO DE ITAPEMIRIM;ES;3201209;56235;
820;es cariacica;CARIACICA;ES;3201308;56251;
821;es castelo;CASTELO;ES;3201407;56278;
822;es colatina;COLATINA;ES;3201506;56294;
823;es conceicao da barra;CONCEIÇÃO DA BARRA;ES;3201605;56316;
824;es conceicao do castelo;CONCEIÇÃO DO CASTELO;ES;3201704;56332;
825;es divino de sao lourenco;DIVINO DE SÃO LOURENÇO;ES;3201803;56359;
826;es domingos martins;DOMINGOS MARTINS;ES;3201902;56375;
827;es dores do rio preto;DORES DO RIO PRETO;ES;3202009;56391;
828;es ecoporanga;ECOPORANGA;ES;3202108;56413;
829;es fundao;FUNDÃO;ES;3202207;56430;
830;es governador lindenberg;GOVERNADOR LINDENBERG;ES;3202256;56308;
831;es guacui;GUAÇUÍ;ES;3202306;56456;
832;es guarapari;GUARAPARI;ES;3202405;56472;
833;es ibatiba;IBATIBA;ES;3202454;57096;
834;es ibiracu;IBIRAÇU;ES;3202504;56499;
835;es ibitirama;IBITIRAMA;ES;3202553;56502;
836;es iconha;ICONHA;ES;3202603;56510;
837;es irupi;IRUPI;ES;3202652;56049;
838;es itaguacu;ITAGUAÇU;ES;3202702;56537;
839;es itapemirim;ITAPEMIRIM;ES;3202801;56553;
840;es itarana;ITARANA;ES;3202900;56570;
841;es iuna;IÚNA;ES;3203007;56596;
842;es jaguare;JAGUARÉ;ES;3203056;57134;
843;es jeronimo monteiro;JERÔNIMO MONTEIRO;ES;3203106;56618;
844;es joao neiva;JOÃO NEIVA;ES;3203130;56626;
845;es laranja da terra;LARANJA DA TERRA;ES;3203163;57916;
846;es linhares;LINHARES;ES;3203205;56634;
847;es mantenopolis;MANTENÓPOLIS;ES;3203304;56650;
848;es marataizes;MARATAÍZES;ES;3203320;56120;
849;es marechal floriano;MARECHAL FLORIANO;ES;3203346;56103;
850;es marilandia;MARILÂNDIA;ES;3203353;57070;
851;es mimoso do sul;MIMOSO DO SUL;ES;3203403;56677;
852;es montanha;MONTANHA;ES;3203502;56693;
853;es mucurici;MUCURICI;ES;3203601;56715;
854;es muniz freire;MUNIZ FREIRE;ES;3203700;56731;
855;es muqui;MUQUI;ES;3203809;56758;
856;es nova venecia;NOVA VENÉCIA;ES;3203908;56774;
857;es pancas;PANCAS;ES;3204005;56790;
858;es pedro canario;PEDRO CANÁRIO;ES;3204054;57150;
859;es pinheiros;PINHEIROS;ES;3204104;56812;
860;es piuma;PIÚMA;ES;3204203;56839;
861;es ponto belo;PONTO BELO;ES;3204252;56200;
862;es presidente kennedy;PRESIDENTE KENNEDY;ES;3204302;56855;
863;es rio bananal;RIO BANANAL;ES;3204351;57118;
864;es rio novo do sul;RIO NOVO DO SUL;ES;3204401;56871;
865;es santa leopoldina;SANTA LEOPOLDINA;ES;3204500;56898;
866;es santa maria de jetiba;SANTA MARIA DE JETIBÁ;ES;3204559;57932;
867;es santa teresa;SANTA TERESA;ES;3204609;56910;
868;es sao domingos do norte;SÃO DOMINGOS DO NORTE;ES;3204658;56006;
869;es sao gabriel da palha;SÃO GABRIEL DA PALHA;ES;3204708;56936;
870;es sao jose do calcado;SÃO JOSÉ DO CALÇADO;ES;3204807;56952;
871;es sao mateus;SÃO MATEUS;ES;3204906;56979;
872;es sao roque do canaa;SÃO ROQUE DO CANAÃ;ES;3204955;56162;
873;es serra;SERRA;ES;3205002;56995;
874;es sooretama;SOORETAMA;ES;3205010;56189;
875;es vargem alta;VARGEM ALTA;ES;3205036;57959;
876;es venda nova do imigrante;VENDA NOVA DO IMIGRANTE;ES;3205069;57975;
877;es viana;VIANA;ES;3205101;57010;
878;es vila pavao;VILA PAVÃO;ES;3205150;56081;
879;es vila valerio;VILA VALÉRIO;ES;3205176;56227;
880;es vila velha;VILA VELHA;ES;3205200;57037;
881;es vitoria;VITÓRIA;ES;3205309;57053;
882;go abadia de goias;ABADIA DE GOIÁS;GO;5200050;93360;
883;go abadiania;ABADIÂNIA;GO;5200100;92010;
884;go acreuna;ACREÚNA;GO;5200134;96458;
885;go adelandia;ADELÂNDIA;GO;5200159;96911;
886;go agua fria de goias;ÁGUA FRIA DE GOIÁS;GO;5200175;96938;
887;go agua limpa;ÁGUA LIMPA;GO;5200209;92037;
888;go aguas lindas de goias;ÁGUAS LINDAS DE GOIÁS;GO;5200258;93343;
889;go alexania;ALEXÂNIA;GO;5200308;92053;
890;go aloandia;ALOÂNDIA;GO;5200506;92096;
891;go alto horizonte;ALTO HORIZONTE;GO;5200555;92940;
892;go alto paraiso de goias;ALTO PARAÍSO DE GOIÁS;GO;5200605;92118;
893;go alvorada do norte;ALVORADA DO NORTE;GO;5200803;92150;
894;go amaralina;AMARALINA;GO;5200829;93386;
895;go americano do brasil;AMERICANO DO BRASIL;GO;5200852;96610;
896;go amorinopolis;AMORINÓPOLIS;GO;5200902;92177;
897;go anapolis;ANÁPOLIS;GO;5201108;92215;
898;go anhanguera;ANHANGÜERA;GO;5201207;92231;
899;go anicuns;ANICUNS;GO;5201306;92258;
900;go aparecida de goiania;APARECIDA DE GOIÂNIA;GO;5201405;92274;
901;go aparecida do rio doce;APARECIDA DO RIO DOCE;GO;5201454;93009;
902;go apore;APORÉ;GO;5201504;92290;
903;go aracu;ARAÇU;GO;5201603;92312;
904;go aragarcas;ARAGARÇAS;GO;5201702;92339;
